mineralization,SO4,Cl,HCO3,Na,Ca,Mg,K,Ba,Fe,CO2,pH,Eh,t
3808.4,16.41,681.8,149.5,966.5,230.24,61.61,8.35,1.441,3.669,441.2,7.86,152.9,12.7
1073.3,29.09,176.9,135.0,179.5,38.84,10.26,3.22,1.201,0.321,74.0,8.01,276.0,13.0
5527.5,134.67,1216.0,838.7,1875.1,157.64,110.11,17.88,2.347,3.867,645.5,7.14,305.8,11.4
3958.3,136.04,392.6,455.7,744.7,136.07,75.51,0.05,1.012,2.249,522.1,7.16,366.9,11.6
3475.9,28.28,442.5,353.5,694.8,179.31,74.71,29.27,0.458,0.373,252.5,7.4,279.7,13.9
5375.5,110.25,680.6,610.8,1293.0,366.83,94.91,21.72,1.63,0.421,537.8,6.82,,11.7
8097.3,0.05,1842.3,851.6,2536.5,222.17,311.61,27.69,2.442,5.221,1077.6,7.54,223.2,14.4
5478.7,167.22,1454.8,362.0,1486.0,229.99,37.13,23.18,2.61,0.065,542.4,5.83,162.6,11.8
987.8,27.44,172.6,90.3,241.9,46.2,1.3,4.36,0.948,1.242,89.5,8.38,207.0,9.6
1383.3,37.95,237.3,194.8,342.8,27.87,16.4,3.76,1.84,0.752,,7.75,392.8,9.5
2049.0,41.03,376.0,272.2,456.1,82.8,5.03,3.56,4.148,2.188,140.8,7.39,313.4,11.7
3028.0,79.4,720.9,383.7,767.6,32.36,9.27,12.71,3.39,3.661,231.6,6.45,290.7,13.8
4066.7,179.2,543.4,326.1,277.5,18.78,28.42,15.34,0.217,0.894,,5.98,68.5,10.7
1928.6,30.32,370.1,217.4,390.0,91.29,14.7,2.66,1.022,1.113,296.7,6.73,281.3,13.5
3334.4,73.62,762.8,109.8,781.9,107.78,24.55,19.47,3.943,8.026,440.9,7.48,117.0,12.2
1894.6,7.03,388.5,240.9,286.0,83.45,36.27,6.8,0.215,3.064,210.4,7.4,124.2,13.2
2065.4,14.41,391.4,365.9,502.3,81.88,22.62,9.21,1.336,4.55,222.6,6.65,135.4,11.4
1281.8,27.52,294.9,78.2,266.3,26.24,17.39,7.41,0.766,1.155,205.6,7.34,172.7,12.4
1713.1,62.63,76.8,165.4,557.3,66.97,37.95,5.21,1.874,0.533,264.4,7.94,333.3,13.9
1324.8,21.4,283.4,176.4,416.5,20.32,11.75,4.81,0.067,1.062,161.6,5.58,272.7,12.0
1659.8,27.32,244.5,282.4,318.8,112.57,21.38,7.67,3.656,2.518,180.7,6.85,155.7,11.0
5609.3,77.95,496.2,572.5,1183.3,72.25,100.55,8.7,1.397,0.232,,7.78,191.9,8.4
1686.4,20.2,346.7,155.7,363.5,60.85,0.1,5.24,0.422,0.631,153.3,7.14,299.8,13.1
14464.2,353.28,3597.0,596.5,2790.1,277.05,0.1,47.02,0.656,0.096,1648.8,7.45,319.8,10.5
4007.8,0.05,693.9,497.5,928.6,206.03,71.21,4.36,1.931,1.132,402.5,7.05,263.4,11.0
3330.6,130.61,758.2,671.7,581.2,111.15,63.07,25.43,0.601,3.514,386.2,8.48,135.3,9.9
1781.1,17.84,464.2,233.5,271.0,52.77,56.13,0.33,5.103,0.05,181.4,5.66,208.7,11.5
4537.7,139.89,1115.1,540.5,1167.8,258.94,73.81,1.83,1.251,2.25,,6.97,,16.2
2110.4,2.0,552.9,280.4,544.0,85.66,45.5,11.88,4.423,5.391,322.3,5.77,128.9,12.7
3207.4,96.33,696.3,383.5,550.8,161.44,43.09,14.2,1.632,0.541,336.2,5.98,287.5,10.7
13850.1,416.6,2545.3,1211.6,3791.1,282.18,240.69,13.13,2.521,2.366,1212.2,6.65,462.1,11.1
2814.0,72.5,281.1,430.3,512.4,33.5,79.74,11.86,2.398,7.386,417.8,5.97,222.7,9.1
5940.6,30.2,996.2,766.5,1397.2,250.36,0.1,35.26,0.87,6.555,,8.39,433.4,9.7
1954.9,46.42,269.5,236.0,526.3,65.73,35.79,5.75,2.547,0.536,205.9,8.34,181.2,9.4
2919.0,6.58,842.3,236.4,636.3,153.33,93.66,23.93,0.95,0.211,510.9,6.51,52.5,12.5
8625.5,139.81,1476.7,1484.8,2133.0,331.24,148.84,0.05,0.186,0.321,840.1,7.42,192.1,12.9
2046.4,72.53,381.0,300.0,386.8,90.25,57.72,8.98,1.148,2.422,82.4,7.1,174.2,12.2
8843.8,282.56,1835.7,865.7,1841.4,66.61,88.14,47.16,0.351,2.587,810.8,7.95,83.0,12.7
4558.1,92.2,830.4,729.6,946.5,354.47,67.2,21.8,0.917,2.243,842.0,7.38,208.3,10.5
2127.1,11.44,563.2,212.9,372.7,78.1,32.48,5.51,1.355,0.819,228.2,5.5,349.1,9.7
4356.6,129.32,648.6,386.5,912.2,235.05,0.1,10.54,0.523,0.372,433.0,7.79,190.6,9.7
5342.9,108.41,1013.7,478.8,679.0,124.37,30.21,20.77,2.256,1.739,646.8,7.74,212.4,9.6
4329.0,0.05,618.5,212.8,824.8,199.83,26.95,20.05,0.938,1.322,694.6,7.03,387.1,12.7
1162.0,36.88,132.5,161.4,235.8,16.2,25.07,4.89,0.337,2.61,135.6,8.21,175.2,16.0
1927.0,37.84,287.9,90.1,394.3,94.5,42.35,9.79,0.532,1.165,276.8,8.23,311.9,9.9
2569.6,97.74,457.8,182.1,528.1,84.49,45.2,2.47,1.544,0.827,288.9,7.07,79.3,11.3
2850.8,10.18,451.9,105.4,616.6,115.69,61.56,7.25,1.1,0.695,410.4,7.32,153.4,12.4
4326.0,0.05,628.9,504.2,1076.2,233.43,59.21,4.85,1.814,0.475,550.3,8.49,228.7,11.4
3316.4,80.21,363.8,378.0,903.6,50.9,81.63,7.39,1.554,0.618,345.2,6.4,370.9,12.7
1337.8,32.61,235.2,143.1,242.2,35.2,20.16,6.73,0.477,0.199,174.3,6.47,158.7,10.8
3744.8,0.05,392.3,293.2,553.5,184.04,57.91,12.04,0.747,0.852,368.1,6.05,157.5,10.6
4299.9,22.89,937.4,314.4,677.1,352.44,55.36,35.32,2.842,0.075,278.9,8.19,277.2,11.6
4170.8,255.79,767.9,578.0,795.7,155.32,85.4,14.13,0.576,0.413,497.2,7.73,293.3,12.7
5701.4,87.89,610.7,558.6,1133.9,295.46,66.31,17.78,4.502,2.747,390.1,5.82,,14.6
4916.5,152.24,809.0,652.2,854.5,186.14,112.15,15.79,0.248,0.787,707.5,8.45,197.8,12.8
3926.5,40.21,559.1,332.1,558.5,309.59,23.33,6.77,2.768,2.207,465.3,7.69,358.7,11.5
2858.1,0.05,560.1,363.7,550.6,14.45,17.74,8.24,1.269,2.524,505.7,8.05,132.0,13.7
1100.4,19.2,271.8,189.4,254.1,46.1,22.56,5.78,0.48,1.741,117.5,5.64,284.1,14.0
3857.5,61.78,332.7,553.3,986.4,28.89,55.13,12.45,1.506,6.374,459.8,7.01,,11.4
3376.6,47.28,627.2,349.5,629.9,0.5,38.39,4.77,0.598,0.043,206.7,7.6,390.3,11.7
3508.5,64.14,603.4,457.1,684.9,161.21,77.61,4.03,0.799,2.684,266.1,7.13,,11.1
1385.7,33.21,295.9,152.9,227.8,59.29,14.05,2.91,0.961,6.378,73.2,7.5,338.1,13.6
1558.3,27.66,297.1,187.5,339.9,53.46,20.88,4.91,2.595,3.965,254.2,7.95,196.2,12.1
5607.7,5.83,798.5,599.9,948.2,212.4,146.89,30.21,0.735,0.368,569.8,6.62,332.5,9.2
2911.0,79.45,477.5,330.2,740.5,296.83,79.51,0.93,1.72,0.791,503.9,8.05,329.8,12.8
4486.8,0.05,629.0,576.5,506.3,156.31,123.74,10.59,2.677,0.379,57.3,5.99,301.9,15.0
3032.0,0.05,708.9,243.4,601.6,152.22,38.64,9.97,1.469,1.839,551.6,6.31,221.7,15.1
3034.7,94.34,549.5,240.8,722.4,81.97,75.4,0.05,1.955,2.491,355.9,5.63,266.3,11.0
5234.2,144.49,1439.7,337.4,1209.3,240.27,38.78,6.98,1.348,0.763,,6.59,64.7,10.6
2187.2,41.86,387.1,122.5,834.6,77.07,16.94,3.59,2.217,1.551,169.5,6.64,425.9,15.8
3157.9,0.05,456.6,225.2,761.0,100.39,0.1,4.45,0.325,2.348,445.6,7.92,189.6,15.1
2258.9,21.19,235.6,285.5,360.9,172.53,64.11,7.64,4.202,1.094,237.3,7.46,216.5,12.9
2296.9,36.88,206.4,193.6,492.2,145.95,18.58,6.15,0.687,3.849,165.9,6.81,118.2,8.6
2476.2,0.05,249.6,348.0,280.9,105.82,34.64,4.68,1.281,2.953,177.5,7.46,317.3,10.8
3406.0,30.36,658.6,413.4,732.8,0.5,26.29,13.13,0.109,0.134,241.8,5.66,302.9,9.8
2236.7,66.62,459.5,92.3,380.3,73.32,45.99,14.42,0.84,1.941,302.4,6.04,220.4,15.6
6332.5,262.23,639.2,925.8,1741.0,595.64,75.96,39.76,1.782,0.537,598.9,7.38,16.5,8.9
1742.8,23.89,391.7,265.7,325.9,61.67,7.95,0.05,4.64,1.631,94.8,7.42,178.8,15.6
2664.8,83.53,415.3,213.8,567.6,165.39,49.39,11.07,2.301,6.288,359.1,7.82,296.0,11.8
2289.7,0.05,428.9,313.2,416.4,157.62,8.08,6.05,0.908,4.225,75.8,6.71,275.1,9.6
7102.4,212.3,1851.0,609.0,2303.5,315.2,58.96,23.51,0.22,1.037,1229.9,7.67,245.4,14.0
3354.1,26.63,754.1,415.6,673.2,77.69,0.1,7.39,3.839,0.689,669.0,7.55,,13.3
5536.4,136.25,922.2,384.3,1826.8,0.5,19.98,17.91,0.865,0.534,373.7,8.39,92.1,9.5
1222.5,19.91,165.6,59.0,328.7,65.63,20.08,4.04,1.778,1.521,198.2,6.15,346.4,11.9
3499.0,139.28,253.4,366.3,871.0,82.94,0.1,6.45,0.911,0.243,468.7,7.16,106.0,14.8
5083.6,34.99,732.3,584.9,1230.9,221.25,16.02,6.14,1.973,1.594,508.4,7.31,229.6,11.2
3131.8,92.12,530.7,326.0,763.0,46.99,46.92,6.58,3.708,0.003,319.0,8.5,146.5,15.4
5649.3,89.3,738.0,410.4,589.4,196.0,60.17,19.59,2.57,0.783,825.8,6.1,349.4,10.5
2185.6,38.52,379.1,227.3,444.3,88.9,67.61,9.17,1.081,0.497,258.8,7.07,308.2,8.8
6943.8,119.73,1276.6,908.1,1879.8,315.05,206.03,32.68,3.909,7.096,112.7,6.54,214.3,12.1
11841.2,86.62,1998.3,1399.7,2570.3,209.63,95.4,23.82,5.421,2.598,2402.8,7.08,319.1,9.1
2397.8,47.45,353.7,305.2,325.4,153.31,46.65,8.55,3.117,0.86,329.3,6.2,100.8,12.2
2281.8,43.49,430.0,212.6,494.8,64.03,47.9,11.24,0.939,0.195,269.1,5.64,242.1,12.0
7129.7,168.39,1440.9,1189.7,2297.5,46.42,72.87,38.01,2.773,1.455,650.7,7.22,144.5,10.5
7690.5,163.56,965.0,561.0,2267.3,290.85,23.35,22.17,3.091,0.48,864.7,6.51,352.5,15.8
2178.3,69.64,545.8,303.9,471.1,88.63,32.46,5.57,1.101,1.538,372.0,6.05,287.4,12.0
2316.7,78.43,405.6,387.5,641.9,100.11,31.55,7.84,5.421,3.608,302.2,6.47,,13.7
2517.3,10.67,455.5,350.5,498.4,169.27,28.98,1.76,3.579,1.913,339.9,5.65,194.7,13.9
1330.5,43.95,286.6,148.9,156.7,46.93,24.67,3.48,1.156,2.009,93.2,8.35,324.5,15.5
1717.8,3.79,329.2,169.8,282.6,64.6,15.45,7.71,0.938,1.558,182.1,7.24,138.3,9.6
1631.9,47.03,371.5,263.5,512.1,29.27,9.44,6.99,3.036,5.242,199.2,7.94,152.6,8.5
1880.6,55.09,365.5,118.6,382.8,106.08,29.85,4.63,6.523,5.374,278.1,6.77,232.5,15.4
2919.6,0.05,436.1,237.1,599.7,127.54,52.81,10.03,0.355,1.438,301.8,8.21,156.5,13.2
3430.7,73.4,679.5,357.1,693.0,108.41,19.17,4.63,2.054,0.73,539.0,6.95,321.0,12.3
7557.5,98.04,928.2,1281.0,2526.1,14.41,169.48,33.31,2.733,1.231,561.0,7.22,202.7,11.7
1637.6,14.11,303.7,221.4,520.0,112.81,1.37,4.66,3.682,0.413,201.1,6.98,141.9,11.4
5380.8,216.65,959.6,437.3,1900.1,83.11,55.83,13.17,2.755,2.023,624.7,7.7,129.0,13.7
2621.8,26.73,444.6,282.1,551.8,73.87,33.92,5.97,0.877,1.387,155.7,7.2,,9.1
2893.8,22.87,502.3,276.1,688.0,136.49,28.68,8.32,0.306,0.218,341.7,6.31,-4.4,13.0
4468.9,94.45,383.9,409.4,576.5,71.81,46.83,9.4,1.044,0.44,432.1,5.94,148.9,14.1
1519.8,46.03,231.9,241.9,469.1,15.4,45.55,6.56,2.68,1.306,268.3,7.32,390.3,13.5
3749.8,67.03,692.4,244.2,562.2,0.5,30.72,8.28,0.785,4.371,388.4,6.97,215.6,11.9
3294.0,123.51,619.3,607.3,767.5,179.26,113.74,20.38,4.134,1.671,441.5,5.79,321.6,12.0
4005.7,112.02,515.2,613.4,617.5,116.55,74.09,23.76,1.243,2.288,283.4,6.69,,14.6
3545.7,0.05,862.6,580.2,654.8,349.42,55.8,4.31,0.734,0.828,,7.04,230.9,13.2
13006.2,156.83,1777.8,1319.9,2208.0,261.59,244.65,40.83,2.251,1.695,1344.8,7.98,,15.5
2033.2,23.53,464.5,231.8,373.1,43.86,71.65,3.45,1.126,1.186,,5.73,117.4,8.5
2167.7,58.94,436.5,135.9,406.8,62.19,15.28,5.09,0.913,2.153,505.8,6.55,115.7,13.8
2051.1,0.05,302.9,203.1,383.8,92.02,12.38,14.37,5.95,0.104,217.1,7.97,,10.4
2136.1,124.39,574.1,298.5,576.7,65.35,19.14,5.09,0.779,1.36,238.2,7.45,317.0,11.9
2033.6,56.87,244.7,349.5,312.6,106.25,31.03,7.57,1.008,0.702,317.4,6.37,162.1,14.8
6084.0,135.27,1374.7,460.6,1419.0,124.28,7.26,24.84,2.279,0.79,543.1,8.04,242.1,10.0
6990.5,263.7,1608.0,736.7,2048.7,86.46,106.11,6.98,4.087,6.484,951.6,6.98,250.8,16.2
2116.6,116.74,310.0,241.2,400.5,8.54,60.42,2.73,2.102,0.403,297.2,7.0,257.8,14.2
1809.1,59.81,451.6,116.1,320.1,0.5,29.33,1.06,1.538,0.746,234.8,8.43,,13.2
3955.4,135.4,662.5,568.2,815.5,117.23,50.07,4.86,6.467,1.426,838.0,8.34,,10.1
2140.2,47.0,416.1,194.8,622.3,72.73,21.52,0.05,0.962,3.976,188.0,6.58,317.8,11.6
4358.0,77.91,841.2,488.9,1009.5,119.28,96.69,17.82,0.967,1.078,791.0,5.92,257.3,11.3
3366.9,43.31,583.4,343.2,633.4,218.41,28.26,23.93,0.791,2.724,467.6,6.48,198.1,9.5
1200.6,9.13,264.8,106.2,299.0,77.51,35.74,3.96,1.993,3.881,,5.59,166.6,14.2
7544.0,73.14,1657.2,903.1,1160.7,251.24,229.84,1.26,0.565,0.742,1008.2,5.56,289.8,11.2
8756.3,0.05,810.6,975.2,2284.4,36.09,149.33,15.01,0.414,0.998,1708.6,6.69,202.6,11.6
2063.8,38.93,506.1,217.0,504.6,59.16,30.77,4.3,1.005,0.882,221.2,8.32,263.4,11.7
2362.3,0.05,228.8,214.6,476.1,66.15,54.91,2.28,0.205,3.578,330.5,8.11,60.1,11.6
3538.7,80.91,819.7,469.9,600.5,95.04,84.07,16.7,1.779,0.091,609.4,7.03,,13.1
3643.4,70.88,861.1,678.2,607.7,94.89,31.16,16.83,1.998,0.738,355.8,7.2,239.1,10.8
4425.4,98.26,555.2,555.8,1115.6,119.18,47.74,3.05,2.296,2.275,708.1,5.52,346.8,14.0
9957.9,121.17,1587.9,1591.7,2925.0,321.33,44.03,44.31,2.871,1.667,1187.5,6.15,157.8,10.8
2680.7,177.34,334.3,172.6,487.2,73.15,48.98,16.23,1.034,1.146,189.3,5.57,101.4,11.9
1846.5,74.6,312.5,233.2,457.0,81.55,37.54,12.57,3.731,1.553,114.4,7.76,294.5,9.4
1303.0,1.74,214.5,99.2,123.5,61.51,5.47,11.38,3.45,0.44,151.6,5.94,243.6,14.1
1922.6,45.17,421.0,117.1,355.5,41.89,21.84,2.3,0.48,1.127,306.9,8.11,77.8,14.7
2922.3,31.79,717.5,264.2,637.5,191.18,12.34,25.27,1.352,1.393,107.7,7.43,82.8,13.4
8749.4,41.85,2185.4,1467.1,1447.3,178.48,68.33,20.05,0.047,4.629,1120.1,6.19,185.3,12.3
2185.1,0.05,331.9,345.3,357.9,16.7,42.41,3.97,3.772,0.604,340.2,5.97,241.6,11.9
3409.3,90.29,578.0,442.3,613.5,162.34,31.13,12.46,2.831,4.047,234.8,7.38,388.9,8.9
2951.7,28.87,282.9,173.2,701.1,69.81,37.17,5.42,4.452,2.067,,8.2,141.9,9.3
6081.7,209.92,849.6,682.1,1269.6,282.35,12.05,23.1,0.246,0.041,869.0,7.66,303.9,13.5
13577.4,473.94,3098.9,1793.1,1163.7,0.5,223.97,4.89,2.152,2.579,,6.55,53.9,11.6
2167.8,88.03,565.3,275.4,201.1,147.08,31.75,5.47,0.847,0.072,399.2,7.26,,9.3
2222.4,16.03,262.9,102.8,408.0,118.78,20.38,12.38,0.105,11.89,214.6,6.43,400.7,9.2
5577.5,151.32,838.7,470.7,1380.2,55.72,75.23,16.1,3.172,4.121,487.3,8.5,264.2,13.3
4487.9,132.33,801.9,527.0,247.5,46.78,73.79,14.73,0.364,0.706,835.2,7.75,183.2,13.7
9027.4,116.34,1751.4,1276.9,1715.4,663.02,76.56,35.66,1.924,0.595,810.7,7.34,373.3,8.9
4231.7,35.65,590.4,136.1,797.4,106.86,13.5,22.6,0.838,0.961,593.7,6.77,284.9,12.3
2402.9,106.07,483.5,272.8,728.8,56.03,70.75,0.05,1.65,0.881,498.2,7.35,265.4,12.8
4248.8,99.47,664.1,534.2,836.6,0.5,42.21,17.71,2.903,0.932,637.8,6.52,148.2,10.8
5797.7,171.26,1039.4,892.8,1408.7,191.23,82.48,14.28,1.654,0.766,877.4,5.59,286.4,14.5
4877.0,37.4,1011.1,720.4,1114.3,172.87,112.59,16.26,0.553,1.941,834.6,6.69,181.5,11.3
4041.5,6.91,728.8,579.2,372.5,219.49,174.72,20.69,6.059,0.359,569.8,8.29,281.1,8.6
5653.4,64.78,894.3,497.5,1504.3,67.94,28.52,3.46,1.048,3.741,,7.38,254.9,11.6
6012.4,109.06,1049.3,262.6,1400.4,57.68,111.82,5.86,0.681,3.347,,5.75,358.4,14.7
6831.5,27.58,1199.5,712.4,1711.3,334.87,63.8,0.05,1.313,1.294,1136.7,8.15,192.4,11.3
4399.4,87.34,710.5,704.2,2004.3,264.56,47.03,8.37,0.254,3.831,600.7,6.31,235.1,9.9
2696.6,0.05,450.5,473.9,256.0,23.13,24.91,15.26,0.748,0.568,164.2,6.23,329.8,13.3
3255.3,10.41,846.1,483.2,1053.0,200.62,19.51,8.98,1.111,0.035,422.3,6.39,226.4,12.5
6148.1,184.84,1279.1,843.4,1246.6,250.54,90.19,1.97,1.772,1.931,204.2,7.23,,12.0
1825.9,53.06,301.7,246.8,433.2,112.91,5.85,3.7,1.484,1.225,271.3,7.13,209.3,13.0
3719.0,52.52,799.0,363.5,808.0,143.54,83.95,0.09,2.157,1.675,411.5,6.97,,10.6
2354.3,11.14,384.5,270.3,458.0,0.5,36.35,1.76,1.363,4.592,462.0,7.65,317.1,10.8
3032.8,13.92,723.8,566.4,563.5,112.09,55.74,11.46,3.419,7.008,423.3,6.45,433.6,13.5
6419.3,92.44,1274.1,528.3,1539.2,392.88,72.35,4.19,2.474,2.013,1007.6,7.85,82.1,10.1
3343.1,99.18,583.8,617.1,431.2,73.97,40.33,17.47,2.018,2.888,,6.03,123.5,15.2
3065.2,103.98,620.3,328.3,812.4,98.82,53.03,8.76,3.864,0.175,451.8,7.85,,14.5
1318.3,16.55,133.7,228.1,257.1,48.09,7.5,4.18,3.864,0.35,124.4,7.49,255.0,9.7
4664.6,12.58,576.8,297.3,709.9,0.5,56.61,11.4,1.583,2.643,763.2,7.55,228.2,15.0
4390.9,105.46,528.2,629.8,847.4,322.41,35.67,19.96,0.999,1.129,330.5,6.94,194.7,12.3
10915.7,83.47,2042.8,988.2,3224.8,239.84,85.97,49.84,1.715,1.181,1357.8,7.5,126.8,14.8
2478.3,30.3,660.8,157.1,465.6,124.2,0.1,9.1,1.258,0.738,182.6,5.74,188.9,12.3
3399.9,135.58,991.3,437.7,821.1,130.1,87.43,14.04,0.96,1.87,425.1,8.05,331.7,11.6
3462.1,112.2,733.6,555.2,609.8,225.56,32.92,8.92,1.657,0.41,695.5,5.67,259.3,11.4
7680.7,171.82,1574.9,662.1,2039.0,369.61,186.7,31.37,1.966,1.972,1143.3,5.95,317.6,7.1
2815.3,2.59,253.2,169.0,735.2,99.38,66.3,6.54,2.377,0.382,,7.23,129.7,13.9
3524.2,81.66,538.7,410.0,1166.2,77.99,16.61,10.59,4.341,0.132,75.8,7.72,,10.6
4293.0,154.29,603.6,500.1,899.2,240.22,27.01,10.52,1.801,0.802,423.2,5.73,193.8,13.9
3334.1,47.9,496.6,473.2,867.3,8.44,118.31,6.95,1.391,0.526,463.4,8.26,297.5,15.3
2280.5,91.83,391.3,360.3,515.1,120.68,66.15,3.7,3.11,4.396,,8.42,,10.8
3349.1,131.93,523.8,393.9,997.2,60.35,49.39,13.18,0.616,0.113,593.1,7.32,196.0,10.7
5677.0,255.22,460.0,1102.6,1004.1,369.26,96.84,31.91,0.208,0.389,697.5,6.94,293.3,14.0
1610.2,39.58,350.0,207.7,426.2,69.6,16.03,8.6,2.127,1.591,,7.72,310.1,11.1
3228.5,93.02,408.0,342.7,672.6,170.73,59.59,1.57,1.044,1.312,413.9,6.49,518.8,14.6
1958.5,80.71,376.0,108.8,423.3,81.55,18.14,10.93,1.122,0.094,,6.98,,10.6
6106.0,163.1,1732.3,668.6,1376.9,30.24,0.1,14.43,0.6,0.015,617.6,8.25,312.4,14.9
1195.2,14.92,160.2,127.3,281.0,27.23,5.29,5.02,3.611,8.857,,8.37,364.5,11.4
2131.6,28.29,114.0,337.7,454.1,113.93,32.33,2.53,0.221,2.151,349.3,8.28,303.2,12.7
3738.1,88.14,619.4,517.7,870.5,161.98,22.25,12.28,2.307,0.91,,6.29,246.1,14.0
7626.0,4.89,1792.5,555.4,2399.8,485.16,110.29,27.66,1.409,1.271,1074.4,6.2,282.6,13.0
2865.6,51.16,796.4,363.6,799.9,137.74,18.35,0.09,4.546,0.62,283.6,6.39,335.5,14.1
2136.4,77.87,253.2,313.8,581.4,44.15,18.67,9.01,3.121,0.846,163.8,6.82,389.1,9.1
9216.0,0.05,1887.8,1669.2,1775.6,221.91,201.14,52.46,0.434,2.094,1310.6,6.44,98.9,11.2
1250.4,53.79,196.0,194.4,208.4,52.59,21.23,3.31,2.475,4.288,,6.62,61.0,12.1
796.9,29.35,139.2,119.9,221.0,0.5,11.89,4.56,2.076,0.407,82.9,7.36,384.8,10.5
3881.6,50.86,1211.9,475.1,1058.0,285.18,85.52,10.17,1.316,3.67,,7.79,170.3,13.9
2205.6,62.09,231.3,298.9,680.1,107.71,41.56,10.36,2.321,0.259,221.2,7.71,84.2,11.0
1615.3,32.38,311.2,274.6,296.8,104.25,42.92,0.05,0.746,0.484,,7.94,74.8,10.5
4559.7,175.32,927.4,304.1,940.3,38.25,51.62,35.74,1.538,0.076,494.7,5.6,430.2,13.9
3450.5,119.87,808.4,365.8,419.7,223.91,39.9,20.67,1.431,0.304,527.0,5.64,337.8,9.9
2125.1,0.05,392.9,189.3,417.5,179.84,9.76,5.17,0.635,4.985,267.4,7.87,170.5,10.0
1382.7,39.84,270.2,186.9,386.9,18.78,16.0,0.05,1.047,1.23,336.7,7.1,174.6,13.0
5031.5,85.11,807.1,851.4,966.1,278.89,114.31,17.99,0.882,0.162,689.2,7.23,255.5,14.7
4403.3,93.54,851.9,423.3,1138.0,176.23,111.84,0.49,1.965,6.424,222.7,5.66,335.9,12.3
2808.7,25.5,457.4,68.5,585.8,25.59,63.71,10.93,3.775,4.224,313.1,6.27,,8.8
9027.1,417.25,1905.4,934.4,2161.5,450.07,5.84,34.51,0.327,2.81,1037.7,7.42,171.4,13.4
1568.6,55.84,253.4,245.5,237.1,88.9,37.12,1.75,2.016,5.42,149.7,8.08,363.5,10.8
1193.5,10.63,237.3,168.9,268.7,33.39,0.35,6.26,0.85,0.497,146.7,8.25,247.4,14.2
1968.2,0.05,351.4,269.9,79.8,124.62,43.66,9.08,2.97,3.62,185.5,7.0,230.8,11.2
2900.5,41.23,685.4,315.6,605.6,19.33,34.97,14.36,1.995,2.342,386.7,7.14,309.2,14.3
3449.6,91.47,612.1,237.5,421.4,34.86,71.13,10.41,0.232,4.077,150.6,8.0,36.4,11.2
2579.3,60.88,235.6,362.7,754.1,110.22,11.2,0.44,1.658,3.188,427.6,7.11,297.4,10.6
3682.1,142.85,895.1,319.0,981.8,149.15,89.73,18.25,1.253,0.851,209.4,7.05,291.1,8.2
1406.8,44.81,189.5,291.7,348.9,36.11,4.61,3.46,0.372,2.978,154.0,8.22,112.1,10.7
7088.7,244.87,1044.2,1012.4,2206.4,398.33,68.42,1.56,0.861,0.609,642.9,7.87,55.9,12.4
2837.6,70.66,426.3,274.6,462.7,143.63,19.91,16.19,1.594,0.797,375.2,8.23,193.6,12.2
5827.7,0.05,1449.5,556.8,1893.1,333.13,5.63,41.95,0.887,0.228,656.6,6.15,268.3,13.2
3661.5,62.48,268.1,425.8,1010.3,137.44,57.69,10.68,3.242,5.469,476.2,7.07,,14.5
3920.8,140.76,1320.9,432.9,806.9,204.08,115.46,28.69,1.242,0.688,644.8,8.03,420.4,12.1
4195.9,80.68,976.8,691.0,1209.0,130.44,152.46,13.35,0.8,1.471,,5.83,268.3,12.1
3899.6,107.42,745.5,497.0,599.1,316.16,61.52,8.73,1.673,0.993,,7.88,110.1,14.2
4383.6,66.71,777.0,397.7,747.5,104.11,104.92,7.62,1.865,6.434,,6.05,224.9,12.5
6617.6,30.13,1285.7,1294.5,1214.2,543.35,111.55,41.52,2.991,0.816,1312.9,7.92,120.1,10.2
3354.0,60.87,691.1,409.1,631.4,136.5,63.7,4.83,1.484,3.015,510.4,7.34,232.1,11.0
4561.5,112.38,968.2,687.7,714.4,56.97,55.94,20.39,1.801,3.868,493.8,6.08,390.9,7.7
2824.7,28.71,586.9,270.2,828.7,190.28,46.78,5.32,2.43,1.144,483.3,6.92,295.9,10.1
7073.2,116.46,1304.9,951.5,1446.3,300.74,136.51,14.71,0.633,0.95,959.5,7.55,177.9,8.6
1986.6,11.74,338.0,263.1,479.1,113.28,20.61,10.05,2.847,2.755,161.9,7.4,,12.7
8782.9,323.11,1514.5,390.1,1631.7,566.3,126.3,19.67,0.386,4.881,990.5,6.78,172.2,14.4
2910.0,45.35,495.4,583.8,322.3,136.07,42.29,6.37,1.578,2.812,177.8,8.2,,10.1
1263.4,52.8,299.0,216.8,298.4,35.57,27.3,6.65,1.603,0.515,36.1,7.06,126.7,10.2
3219.1,138.2,675.0,335.1,338.9,191.58,20.83,19.94,1.568,4.384,,7.02,295.8,13.9
1981.0,37.21,65.3,150.4,427.7,79.27,28.9,8.5,0.345,0.981,247.4,5.69,327.2,11.1
4936.4,24.06,1050.4,661.0,680.7,265.17,149.55,8.34,0.019,1.717,617.1,8.27,,12.5
2015.1,0.05,382.3,248.8,683.6,0.5,48.99,3.99,1.08,3.561,128.0,6.03,284.1,13.5
2280.8,0.05,408.4,306.1,626.5,111.62,58.83,7.21,1.915,0.417,,7.09,384.7,10.6
959.4,0.05,154.0,122.5,217.1,26.12,14.58,3.49,4.184,3.07,171.6,7.91,313.0,10.6
2272.5,92.44,536.8,318.7,672.2,166.04,39.92,2.33,1.939,1.813,281.4,6.15,343.7,11.0
